Datum,Zeit,Temp. A.,Feuchte A.,Luftdruck,Regen,Wind,Richtung
,,C,%,hPa,mm,km/h,
#Calibrate=0.360 #Regen0=0mm #Location=160/160m #Baro_correction=18hPa #Station=WS2500-PC V3.1
01.03.2008,00:00,1,89,1027,0.000,0.0,280
01.03.2008,00:05,1,89,1027,0.000,0.0,280
01.03.2008,00:10,1,89,1027,0.000,0.0,280
01.03.2008,00:15,1.1,89,1027,0.000,0.0,280
01.03.2008,00:20,1.1,89,1027,0.000,0.0,285
01.03.2008,00:25,1,89,1027,0.000,0.0,285
01.03.2008,00:30,1,89,1027,0.000,0.0,285
01.03.2008,00:35,1,89,1027,0.000,0.0,285
01.03.2008,00:40,0.9,89,1027,0.000,0.0,285
01.03.2008,00:45,0.8,89,1027,0.000,0.1,285
01.03.2008,00:50,0.8,89,1027,0.000,0.0,285
01.03.2008,00:55,0.7,89,1027,0.000,0.0,285
01.03.2008,01:00,0.7,89,1027,0.000,0.4,285
01.03.2008,01:04,0.8,90,1027,0.000,0.0,285
01.03.2008,01:10,0.7,90,1027,0.000,0.0,285
01.03.2008,01:15,0.7,90,1027,0.000,0.0,285
01.03.2008,01:20,0.8,90,1027,0.000,0.0,285
01.03.2008,01:25,0.8,90,1026,0.000,0.1,280
01.03.2008,01:30,0.8,90,1027,0.000,0.0,285
01.03.2008,01:35,0.8,90,1027,0.000,0.0,285
01.03.2008,01:40,0.7,90,1026,0.000,0.9,290
01.03.2008,01:45,0.8,91,1026,0.000,0.1,290
01.03.2008,01:50,0.8,91,1026,0.000,0.0,285
01.03.2008,01:55,0.9,91,1027,0.000,0.0,285
01.03.2008,01:59,1,91,1027,0.000,0.0,285
01.03.2008,02:05,1,91,1027,0.000,0.0,285
01.03.2008,02:10,1,91,1027,0.000,0.0,285
01.03.2008,02:15,1,91,1027,0.000,0.0,285
01.03.2008,02:20,1.1,90,1027,0.000,0.0,285
01.03.2008,02:25,1,90,1027,0.000,0.1,260
01.03.2008,02:30,1,90,1027,0.000,0.5,275
01.03.2008,02:35,0.9,90,1027,0.000,4.2,285
01.03.2008,02:40,0.9,90,1027,0.000,3.2,280
01.03.2008,02:45,0.8,91,1027,0.000,0.0,280
01.03.2008,02:50,0.8,91,1027,0.000,0.0,280
01.03.2008,02:55,0.8,91,1027,0.000,0.0,280
01.03.2008,03:00,0.9,90,1027,0.000,0.0,280
01.03.2008,03:05,0.8,90,1026,0.000,0.0,280
01.03.2008,03:10,0.8,90,1026,0.000,0.0,280
01.03.2008,03:15,0.8,90,1026,0.000,0.0,280
01.03.2008,03:20,0.7,90,1026,0.000,0.0,280
01.03.2008,03:25,0.7,90,1026,0.000,0.0,280
01.03.2008,03:30,0.7,90,1026,0.000,0.0,280
01.03.2008,03:35,0.7,91,1026,0.000,0.0,280
01.03.2008,03:40,0.8,91,1026,0.000,0.0,280
01.03.2008,03:45,0.8,91,1026,0.000,0.0,280
01.03.2008,03:50,0.8,91,1026,0.000,0.0,280
01.03.2008,03:55,0.9,91,1026,0.000,0.0,280
01.03.2008,04:00,0.9,91,1026,0.000,0.0,280
01.03.2008,04:05,0.9,91,1026,0.000,0.0,280
01.03.2008,04:10,0.9,90,1026,0.000,0.0,280
01.03.2008,04:15,0.9,90,1026,0.000,0.1,70
01.03.2008,04:20,0.9,90,1026,0.000,0.0,70
01.03.2008,04:25,0.9,90,1026,0.000,0.0,70
01.03.2008,04:30,0.8,90,1026,0.000,0.0,70
01.03.2008,04:35,0.8,90,1026,0.000,0.0,70
01.03.2008,04:40,0.8,91,1026,0.000,0.0,70
01.03.2008,04:45,0.8,90,1026,0.000,0.0,70
01.03.2008,04:50,0.8,91,1026,0.000,0.0,60
01.03.2008,04:55,0.8,91,1026,0.000,0.0,280
01.03.2008,05:00,0.8,91,1026,0.000,0.0,280
01.03.2008,05:05,0.9,91,1026,0.000,0.0,280
01.03.2008,05:10,0.9,91,1026,0.000,0.0,280
01.03.2008,05:15,0.9,91,1026,0.000,0.0,280
01.03.2008,05:20,1,91,1026,0.000,0.0,15
01.03.2008,05:25,1,91,1026,0.000,0.0,25
01.03.2008,05:30,1,91,1026,0.000,0.0,25
01.03.2008,05:35,1,91,1026,0.000,0.0,45
01.03.2008,05:40,1,91,1026,0.000,0.0,45
01.03.2008,05:45,1,91,1026,0.000,0.0,45
01.03.2008,05:50,1,91,1026,0.000,0.0,45
01.03.2008,05:55,0.9,91,1026,0.000,0.0,45
01.03.2008,06:00,0.9,91,1026,0.000,0.4,50
01.03.2008,06:05,1,91,1026,0.000,0.0,55
01.03.2008,06:10,1,91,1026,0.000,0.0,55
01.03.2008,06:15,0.9,91,1026,0.000,0.0,360
01.03.2008,06:20,0.9,91,1026,0.000,0.0,360
01.03.2008,06:25,0.9,91,1026,0.000,0.0,345
01.03.2008,06:30,1,91,1026,0.000,4.2,70
01.03.2008,06:35,1,91,1026,0.000,0.0,70
01.03.2008,06:40,1,91,1026,0.000,0.0,70
01.03.2008,06:45,1,91,1026,0.000,0.0,70
